;Unnamed: 0;statut_public_prive;nom_etablissement;type_etablissement;ecole_elementaire;section;adresse_1;code_postal;web;telephone;Latitude;Longitude;nombre_d_eleves;montessori;bilingue;religieux;nb_voie;rue;type;nb_voie_100;popup
1412;1413;Municipal;amandiers;crèche collective;;creche;83 rue des amandiers;75020;https://www.paris.fr/equipements/creche-collective-des-amandiers-2036;147970035;48.8664833;2.3894595;64;non;non;non;83;rue des amandiers;rue;183;<a href=https://www.paris.fr/equipements/creche-collective-des-amandiers-2036>amandiers</a><br>Adresse: 83 rue des amandiers<br>cp: 75020
1413;1414;Public;e.m.pu amandiers ;Ecole;0.0;maternelle;90 rue des amandiers;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-amandiers-90-rue-des-amandiers.html;143580533;48.8669822;2.3893982;88.0;non;non;non;90;rue des amandiers;rue;190;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-amandiers-90-rue-des-amandiers.html>e.m.pu amandiers </a><br>Adresse: 90 rue des amandiers<br>cp: 75020
1414;1415;Municipal;balkans;halte-garderie;;creche;26 rue des balkans;75020;https://www.paris.fr/equipements/multi-accueil-halte-garderie-municipal-des-balkans-3590;146594040;48.8612928;2.4063613;;non;non;non;26;rue des balkans;rue;126;<a href=https://www.paris.fr/equipements/multi-accueil-halte-garderie-municipal-des-balkans-3590>balkans</a><br>Adresse: 26 rue des balkans<br>cp: 75020
1415;1416;Public;e.m.pu cendriers ;Ecole;0.0;maternelle;20 rue des cendriers;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-cendriers-20-rue-des-cendriers.html;146361369;48.86555;2.3868909;95.0;non;non;non;20;rue des cendriers;rue;120;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-cendriers-20-rue-des-cendriers.html>e.m.pu cendriers </a><br>Adresse: 20 rue des cendriers<br>cp: 75020
1416;1417;Municipal;couronnes;crèche collective;;creche;8 rue des couronnes;75020;https://www.paris.fr/equipements/creche-collective-des-couronnes-2016;143669256;48.8694256;2.3818355;55;non;non;non;8;rue des couronnes;rue;108;<a href=https://www.paris.fr/equipements/creche-collective-des-couronnes-2016>couronnes</a><br>Adresse: 8 rue des couronnes<br>cp: 75020
1417;1418;Public;e.m.pu couronnes ;Ecole;0.0;maternelle;94 rue des couronnes;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-couronnes-94-rue-des-couronnes.html;146368452;48.8704133;2.3874843;109.0;non;non;non;94;rue des couronnes;rue;194;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-couronnes-94-rue-des-couronnes.html>e.m.pu couronnes </a><br>Adresse: 94 rue des couronnes<br>cp: 75020
1418;1419;Privé;maison bleue grands champs (montessori);;;creche;72 rue des grands champs;75020;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/micro-creche-montessori-grands-champs;;48.8512126;2.404621;;oui;non;non;72;rue des grands champs;rue;172;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/micro-creche-montessori-grands-champs>maison bleue grands champs (montessori)</a><br>Adresse: 72 rue des grands champs<br>cp: 75020
1419;1420;Public;e.m.pu grands champs ;Ecole;0.0;maternelle;12 rue des grands champs;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-grands-champs-12-rue-des-grands-champs.html;143731349;48.8504718;2.3997626;205.0;non;non;non;12;rue des grands champs;rue;112;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-grands-champs-12-rue-des-grands-champs.html>e.m.pu grands champs </a><br>Adresse: 12 rue des grands champs<br>cp: 75020
1420;1421;Privé;people & baby cacao (bilingue);micro-crèche;;creche;5 rue des grands champs;75020;https://www.people-and-baby.com/creche/cacao/992462;659548968;48.8505772;2.3997259;10;non;oui;non;5;rue des grands champs;rue;105;<a href=https://www.people-and-baby.com/creche/cacao/992462>people & baby cacao (bilingue)</a><br>Adresse: 5 rue des grands champs<br>cp: 75020
1421;1422;Privé;e.m.pr loubavitch;Ecole;0.0;maternelle;74 rue des grands champs;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empr-loubavitch-17-rue-de-la-plaine.html;662621782;48.8512405;2.4048565;;non;non;non;74;rue des grands champs;rue;174;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empr-loubavitch-17-rue-de-la-plaine.html>e.m.pr loubavitch</a><br>Adresse: 74 rue des grands champs<br>cp: 75020
1422;1423;Privé;crescendo les robinsons;crèche multi-accueil;;creche;9 rue des haies;75020;https://www.crescendo.asso.fr/les-robinsons;144938485;48.8523095;2.3998347;93;non;non;non;9;rue des haies;rue;109;<a href=https://www.crescendo.asso.fr/les-robinsons>crescendo les robinsons</a><br>Adresse: 9 rue des haies<br>cp: 75020
1423;1424;Privé;crescendo maraîchers;;;creche;29 rue des maraîchers;75020;https://www.crescendo.asso.fr/maraichers;;48.8533507;2.4065189;;non;non;non;29;rue des maraîchers;rue;129;<a href=https://www.crescendo.asso.fr/maraichers>crescendo maraîchers</a><br>Adresse: 29 rue des maraîchers<br>cp: 75020
1424;1425;Public;e.m.pu maraichers ;Ecole;0.0;maternelle;31 rue des maraîchers;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-maraichers-31-rue-des-maraichers.html;143729024;48.8507782;2.4072516;92.0;non;non;non;31;rue des maraîchers;rue;131;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-maraichers-31-rue-des-maraichers.html>e.m.pu maraichers </a><br>Adresse: 31 rue des maraîchers<br>cp: 75020
1425;1426;Municipal;maraîchers;halte-garderie;;creche;40 rue des maraîchers;75020;https://mairie20.paris.fr/pages/haltes-garderies-13719;140096650;48.8506221;2.40748;;non;non;non;40;rue des maraîchers;rue;140;<a href=https://mairie20.paris.fr/pages/haltes-garderies-13719>maraîchers</a><br>Adresse: 40 rue des maraîchers<br>cp: 75020
1426;1427;Association;les passerelles;crèche collective;;creche;4 rue des montiboeufs;75020;https://mairie20.paris.fr/pages/les-etablissements-associatifs-d-accueil-de-la-petite-enfance-du-20e-17521;153391170;48.8663033;2.4057064;;non;non;non;4;rue des montiboeufs;rue;104;<a href=https://mairie20.paris.fr/pages/les-etablissements-associatifs-d-accueil-de-la-petite-enfance-du-20e-17521>les passerelles</a><br>Adresse: 4 rue des montiboeufs<br>cp: 75020
1427;1428;Privé;les petites canailles orteaux;;;creche;69 rue des orteaux;75020;https://www.lespetitescanailles.fr/creche/les-petites-canailles-orteaux;;48.8563142;2.404377;;non;non;non;69;rue des orteaux;rue;169;<a href=https://www.lespetitescanailles.fr/creche/les-petites-canailles-orteaux>les petites canailles orteaux</a><br>Adresse: 69 rue des orteaux<br>cp: 75020
1428;1429;Municipal;orteaux;crèche collective;;creche;82 rue des orteaux;75020;https://mairie20.paris.fr/equipements/creche-collective-municipale-des-orteaux-2022;158393595;48.8558668;2.4070145;83;non;non;non;82;rue des orteaux;rue;182;<a href=https://mairie20.paris.fr/equipements/creche-collective-municipale-des-orteaux-2022>orteaux</a><br>Adresse: 82 rue des orteaux<br>cp: 75020
1429;1430;Association;enfant present;crèche multi-accueil;;creche;70 rue des panoyaux;75020;https://www.paris.fr/equipements/creche-collective-panoyaux-associative-3576;143491483;48.8672995;2.3899901;80;non;non;non;70;rue des panoyaux;rue;170;<a href=https://www.paris.fr/equipements/creche-collective-panoyaux-associative-3576>enfant present</a><br>Adresse: 70 rue des panoyaux<br>cp: 75020
1430;1431;Municipal;pyrénées;crèche collective;;creche;144 rue des pyrénées;75020;https://www.paris.fr/equipements/creche-collective-municipale-pyrenees-2029;153276050;48.8594316;2.4019578;66;non;non;non;144;rue des pyrénées;rue;244;<a href=https://www.paris.fr/equipements/creche-collective-municipale-pyrenees-2029>pyrénées</a><br>Adresse: 144 rue des pyrénées<br>cp: 75020
1431;1432;Public;e.m.pu pyrenees p ;Ecole;0.0;maternelle;99 rue des pyrénées;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-pyrenees-p-99-rue-des-pyrenees.html;143708134;48.8551668;2.405228;150.0;non;non;non;99;rue des pyrénées;rue;199;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-pyrenees-p-99-rue-des-pyrenees.html>e.m.pu pyrenees p </a><br>Adresse: 99 rue des pyrénées<br>cp: 75020
1432;1433;Association;ajefa rasselins;jardin d'enfants;;creche;32 rue des rasselins;75020;https://www.paris.fr/equipements/ajefa-association-des-parents-d-eleves-des-jardins-d-enfants-franco-allemands-1915;142069050;48.8550192;2.4086468;30;non;non;non;32;rue des rasselins;rue;132;<a href=https://www.paris.fr/equipements/ajefa-association-des-parents-d-eleves-des-jardins-d-enfants-franco-allemands-1915>ajefa rasselins</a><br>Adresse: 32 rue des rasselins<br>cp: 75020
1433;1434;Privé;people & baby les petits reglisses;crèche d'entreprise;;creche;16 rue des réglises;75020;https://www.people-and-baby.com/creche/les-petits-reglisses/992314;783904491;48.8548331;2.410048;13;non;non;non;16;rue des réglises;rue;116;<a href=https://www.people-and-baby.com/creche/les-petits-reglisses/992314>people & baby les petits reglisses</a><br>Adresse: 16 rue des réglises<br>cp: 75020
1434;1435;Municipal;rigoles;crèche collective;;creche;38 rue des rigoles;75020;https://mairie20.paris.fr/pages/creches-collectives-municipales-13713;147971317;48.8724797;2.3927511;83;non;non;non;38;rue des rigoles;rue;138;<a href=https://mairie20.paris.fr/pages/creches-collectives-municipales-13713>rigoles</a><br>Adresse: 38 rue des rigoles<br>cp: 75020
1435;1436;Privé;e.m.pr montessori graine a grandir (montessori);Ecole;0.0;maternelle;13 rue des rondonneaux;75020;https://graineagrandir.fr;987525682;48.8637273;2.3987883;;oui;non;non;13;rue des rondonneaux;rue;113;<a href=https://graineagrandir.fr>e.m.pr montessori graine a grandir (montessori)</a><br>Adresse: 13 rue des rondonneaux<br>cp: 75020
1436;1437;Public;e.p.pu tourelles ;Ecole;1.0;maternelle;9 rue des tourelles;75020;https://www.pagesjaunes.fr/pros/12160284;140302094;48.8747285;2.4040809;224.0;non;non;non;9;rue des tourelles;rue;109;<a href=https://www.pagesjaunes.fr/pros/12160284>e.p.pu tourelles </a><br>Adresse: 9 rue des tourelles<br>cp: 75020
1437;1438;Association;les apaches des vignoles;crèche parentale;;creche;60 rue des vignoles;75020;http://lesapachesdesvignoles.org;183988882;48.8550444;2.4013116;16;non;non;non;60;rue des vignoles;rue;160;<a href=http://lesapachesdesvignoles.org>les apaches des vignoles</a><br>Adresse: 60 rue des vignoles<br>cp: 75020
1438;1439;Public;e.m.pu clos ;Ecole;0.0;maternelle;18 rue du clos;75020;https://fr.mappy.com/poi/511aeb8884aef5f025ebd12a;143670033;48.8571978;2.4071499;133.0;non;non;non;18;rue du clos;rue;118;<a href=https://fr.mappy.com/poi/511aeb8884aef5f025ebd12a>e.m.pu clos </a><br>Adresse: 18 rue du clos<br>cp: 75020
1439;1440;Public;e.m.pu jourdain ;Ecole;0.0;maternelle;4 rue du jourdain;75020;https://fr.mappy.com/poi/532218c1e4b04129c76a7746;146361307;48.8745116;2.3895922;112.0;non;non;non;4;rue du jourdain;rue;104;<a href=https://fr.mappy.com/poi/532218c1e4b04129c76a7746>e.m.pu jourdain </a><br>Adresse: 4 rue du jourdain<br>cp: 75020
1440;1441;Privé;e.p.pr notre dame de la croix (catholique);Ecole;1.0;maternelle;13 rue du retrait;75020;http://ecolendc.fr;140335333;48.8682169;2.3949456;263.0;non;non;catholique;13;rue du retrait;rue;113;<a href=http://ecolendc.fr>e.p.pr notre dame de la croix (catholique)</a><br>Adresse: 13 rue du retrait<br>cp: 75020
1441;1442;Public;e.m.pu retrait ;Ecole;0.0;maternelle;24 rue du retrait;75020;https://fr.mappy.com/poi/53221919e4b04129c76a7756;146364227;48.8689732;2.3939328;137.0;non;non;non;24;rue du retrait;rue;124;<a href=https://fr.mappy.com/poi/53221919e4b04129c76a7756>e.m.pu retrait </a><br>Adresse: 24 rue du retrait<br>cp: 75020
1442;1443;Municipal;retrait;halte-garderie;;creche;31 rue du retrait;75020;https://www.paris.fr/equipements/jardin-maternel-du-retrait-1868;140335095;48.8685884;2.3943138;;non;non;non;31;rue du retrait;rue;131;<a href=https://www.paris.fr/equipements/jardin-maternel-du-retrait-1868>retrait</a><br>Adresse: 31 rue du retrait<br>cp: 75020
1443;1444;Public;e.m.pu surmelin ;Ecole;0.0;maternelle;18 rue du surmelin;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-surmelin-18-rue-du-surmelin.html;140305190;48.8679314;2.4033978;138.0;non;non;non;18;rue du surmelin;rue;118;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-surmelin-18-rue-du-surmelin.html>e.m.pu surmelin </a><br>Adresse: 18 rue du surmelin<br>cp: 75020
1444;1445;Privé;plume gambetta (bilingue);;;creche;27 rue du surmelin;75020;https://www.creches-plume.fr/paris20;;48.8687309;2.4044552;;non;oui;non;27;rue du surmelin;rue;127;<a href=https://www.creches-plume.fr/paris20>plume gambetta (bilingue)</a><br>Adresse: 27 rue du surmelin<br>cp: 75020
1445;1446;Public;e.m.pu telegraphe w ;Ecole;0.0;maternelle;29 rue du télégraphe;75020;https://fr.mappy.com/poi/53c8250ae4b05c124b453c2d;146364926;48.8711277;2.4002544;157.0;non;non;non;29;rue du télégraphe;rue;129;<a href=https://fr.mappy.com/poi/53c8250ae4b05c124b453c2d>e.m.pu telegraphe w </a><br>Adresse: 29 rue du télégraphe<br>cp: 75020
1446;1447;Municipal;télégraphe;crèche collective;;creche;47 rue du télégraphe;75020;https://mairie20.paris.fr/pages/creches-collectives-municipales-13713;158535610;48.8747251;2.3988545;50;non;non;non;47;rue du télégraphe;rue;147;<a href=https://mairie20.paris.fr/pages/creches-collectives-municipales-13713>télégraphe</a><br>Adresse: 47 rue du télégraphe<br>cp: 75020
1447;1448;Public;e.m.pu eugene reisz g ;Ecole;0.0;maternelle;2 rue eugène reisz;75020;https://fr.mappy.com/poi/53c7ff26e4b05c124b4512f6;143715108;48.8564429;2.4106836;116.0;non;non;non;2;rue eugène reisz;rue;102;<a href=https://fr.mappy.com/poi/53c7ff26e4b05c124b4512f6>e.m.pu eugene reisz g </a><br>Adresse: 2 rue eugène reisz<br>cp: 75020
1448;1449;Public;e.m.a.pu fontarabie ;Ecole;0.0;maternelle;12 rue fontarabie;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/emapu-fontarabie-12-rue-fontarabie.html;143732352;48.8575302;2.4004838;89.0;non;non;non;12;rue fontarabie;rue;112;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/emapu-fontarabie-12-rue-fontarabie.html>e.m.a.pu fontarabie </a><br>Adresse: 12 rue fontarabie<br>cp: 75020
1449;1450;Association;le repaire des lutins;crèche parentale;;creche;19 rue henri duvernois;75020;https://www.paris.fr/equipements/creche-parentale-le-repaire-des-lutins-associative-3637;143720318;48.8632369;2.4125783;20;non;non;non;19;rue henri duvernois;rue;119;<a href=https://www.paris.fr/equipements/creche-parentale-le-repaire-des-lutins-associative-3637>le repaire des lutins</a><br>Adresse: 19 rue henri duvernois<br>cp: 75020
1450;1451;Public;e.p.pu le vau eb ;Ecole;1.0;maternelle;10 rue le vau;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-le-vau-eb-10-rue-le-vau.html;143612653;48.8665882;2.4112986;179.0;non;non;non;10;rue le vau;rue;110;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-le-vau-eb-10-rue-le-vau.html>e.p.pu le vau eb </a><br>Adresse: 10 rue le vau<br>cp: 75020
1451;1452;Public;e.m.pu le vau ;Ecole;0.0;maternelle;8 rue le vau;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-le-vau-8-rue-le-vau.html;143613980;48.8663626;2.4113941;97.0;non;non;non;8;rue le vau;rue;108;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-le-vau-8-rue-le-vau.html>e.m.pu le vau </a><br>Adresse: 8 rue le vau<br>cp: 75020
1452;1453;Privé;maison bleue ligner (montessori);micro-crèche;;creche;30 rue ligner;75020;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/micro-creche-montessori-ligner;820250325;48.8574573;2.3981484;10;oui;non;non;30;rue ligner;rue;130;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/micro-creche-montessori-ligner>maison bleue ligner (montessori)</a><br>Adresse: 30 rue ligner<br>cp: 75020
1453;1454;Municipal;lyanes;crèche collective;;creche;8 rue lyanes;75020;https://www.paris.fr/equipements/creche-collective-des-lyanes-16673;140324090;48.8631545;2.4057785;66;non;non;non;8;rue lyanes;rue;108;<a href=https://www.paris.fr/equipements/creche-collective-des-lyanes-16673>lyanes</a><br>Adresse: 8 rue lyanes<br>cp: 75020
1454;1455;Public;e.m.pu maryse hilsz b ;Ecole;0.0;maternelle;18 rue maryse hilsz;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-maryse-hilsz-b-18-rue-maryse-hilsz.html;143726367;48.8507428;2.4128746;125.0;non;non;non;18;rue maryse hilsz;rue;118;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-maryse-hilsz-b-18-rue-maryse-hilsz.html>e.m.pu maryse hilsz b </a><br>Adresse: 18 rue maryse hilsz<br>cp: 75020
1455;1456;Municipal;mendelssohn;crèche collective;;creche;11 rue mendelssohn;75020;https://www.paris.fr/equipements/creche-collective-municipale-mendelssohn-1974;155256611;48.8554734;2.4111814;33;non;non;non;11;rue mendelssohn;rue;111;<a href=https://www.paris.fr/equipements/creche-collective-municipale-mendelssohn-1974>mendelssohn</a><br>Adresse: 11 rue mendelssohn<br>cp: 75020
1456;1457;Privé;e.m.pr etincelle montessori (montessori);Ecole;0.0;maternelle;4 rue michel de bourges;75020;https://etincellemontessori.fr;614274017;48.8545752;2.4007722;;oui;non;non;4;rue michel de bourges;rue;104;<a href=https://etincellemontessori.fr>e.m.pr etincelle montessori (montessori)</a><br>Adresse: 4 rue michel de bourges<br>cp: 75020
1457;1458;Public;e.m.pu mouraud ;Ecole;0.0;maternelle;9 rue mouraud;75020;https://ec-9mouraud.ac-paris.fr;143563070;48.8548284;2.4076603;117.0;non;non;non;9;rue mouraud;rue;109;<a href=https://ec-9mouraud.ac-paris.fr>e.m.pu mouraud </a><br>Adresse: 9 rue mouraud<br>cp: 75020
1458;1459;Association;métramômes;crèche parentale;;creche;5 rue olivier metra;75020;https://www.paris.fr/equipements/creche-parentale-metramomes-associative-3640;140332539;48.8717776;2.395151;14;non;non;non;5;rue olivier metra;rue;105;<a href=https://www.paris.fr/equipements/creche-parentale-metramomes-associative-3640>métramômes</a><br>Adresse: 5 rue olivier metra<br>cp: 75020
1459;1460;Public;e.m.pu olivier metra p ;Ecole;0.0;maternelle;29 rue olivier métra;75020;https://www.paris.fr;146361301;48.8729816;2.3938769;90.0;non;non;non;29;rue olivier métra;rue;129;<a href=https://www.paris.fr>e.m.pu olivier metra p </a><br>Adresse: 29 rue olivier métra<br>cp: 75020
1460;1461;Public;e.m.pu olivier metra ;Ecole;0.0;maternelle;31 rue olivier métra;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-olivier-metra-31-rue-olivier-metra.html;158535980;48.8730834;2.3938044;120.0;non;non;non;31;rue olivier métra;rue;131;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-olivier-metra-31-rue-olivier-metra.html>e.m.pu olivier metra </a><br>Adresse: 31 rue olivier métra<br>cp: 75020
1461;1462;Public;e.p.pu olivier metra ;Ecole;1.0;maternelle;32 rue olivier métra;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-olivier-metra-32-rue-olivier-metra.html;158535980;48.873302;2.393834;192.0;non;non;non;32;rue olivier métra;rue;132;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-olivier-metra-32-rue-olivier-metra.html>e.p.pu olivier metra </a><br>Adresse: 32 rue olivier métra<br>cp: 75020
1462;1463;Association;le village aux enfants;crèche collective;;creche;72 rue orfila;75020;https://www.paris.fr/equipements/creche-collective-orfila-associative-3563;140333390;48.8670987;2.3981612;37;non;non;non;72;rue orfila;rue;172;<a href=https://www.paris.fr/equipements/creche-collective-orfila-associative-3563>le village aux enfants</a><br>Adresse: 72 rue orfila<br>cp: 75020
1463;1464;Municipal;pelleport;crèche collective;;creche;19 rue pelleport;75020;https://www.paris.fr/equipements/multi-accueil-collectif-municipal-pelleport-3845;143642832;48.8628926;2.4046707;72;non;non;non;19;rue pelleport;rue;119;<a href=https://www.paris.fr/equipements/multi-accueil-collectif-municipal-pelleport-3845>pelleport</a><br>Adresse: 19 rue pelleport<br>cp: 75020
1464;1465;Public;e.m.pu pelleport l ;Ecole;0.0;maternelle;99 rue pelleport;75020;https://fr.mappy.com/poi/5aa4d2bc0351d1072471a636;140300082;48.870177;2.3995551;128.0;non;non;non;99;rue pelleport;rue;199;<a href=https://fr.mappy.com/poi/5aa4d2bc0351d1072471a636>e.m.pu pelleport l </a><br>Adresse: 99 rue pelleport<br>cp: 75020
1465;1466;Association;les étoiles;;;creche;10 rue philidor;75020;https://laplanetedesenfants.org/les-etoiles-de-philidor;;48.8504365;2.4084578;;non;non;non;10;rue philidor;rue;110;<a href=https://laplanetedesenfants.org/les-etoiles-de-philidor>les étoiles</a><br>Adresse: 10 rue philidor<br>cp: 75020
1466;1467;Public;e.p.pu piat ;Ecole;1.0;maternelle;36 rue piat;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-piat-36-rue-piat.html;143669521;48.8723024;2.3847691;102.0;non;non;non;36;rue piat;rue;136;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-piat-36-rue-piat.html>e.p.pu piat </a><br>Adresse: 36 rue piat<br>cp: 75020
1467;1468;Municipal;piat;crèche collective;;creche;40 rue piat;75020;https://www.paris.fr/equipements/creche-collective-municipale-piat-2011;147970418;48.8725465;2.3846853;78;non;non;non;40;rue piat;rue;140;<a href=https://www.paris.fr/equipements/creche-collective-municipale-piat-2011>piat</a><br>Adresse: 40 rue piat<br>cp: 75020
1468;1469;Public;e.m.pu pierre foncin h ;Ecole;0.0;maternelle;2 rue pierre foncin;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-pierre-foncin-h-2-rue-pierre-foncin.html;143618064;48.8713496;2.409209;214.0;non;non;non;2;rue pierre foncin;rue;102;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-pierre-foncin-h-2-rue-pierre-foncin.html>e.m.pu pierre foncin h </a><br>Adresse: 2 rue pierre foncin<br>cp: 75020
1469;1470;Public;e.p.pu pierre foncin eb ;Ecole;1.0;maternelle;4 rue pierre foncin;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-pierre-foncin-eb-4-rue-pierre-foncin.html;140317208;48.8713562;2.4093888;244.0;non;non;non;4;rue pierre foncin;rue;104;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/eppu-pierre-foncin-eb-4-rue-pierre-foncin.html>e.p.pu pierre foncin eb </a><br>Adresse: 4 rue pierre foncin<br>cp: 75020
1470;1471;Municipal;pixérécourt;crèche collective;;creche;79 rue pixérécourt;75020;https://www.paris.fr/equipements/creche-collective-municipale-pixerecourt-3848;140338630;48.8745663;2.3956573;66;non;non;non;79;rue pixérécourt;rue;179;<a href=https://www.paris.fr/equipements/creche-collective-municipale-pixerecourt-3848>pixérécourt</a><br>Adresse: 79 rue pixérécourt<br>cp: 75020
1471;1472;Privé;baboune dumas - paris;micro-crèche;;creche;28 rue planchat;75020;https://baboune.fr/portfolio-item/75020-baboune-dumas;183817709;48.8538242;2.3983176;10;non;non;non;28;rue planchat;rue;128;<a href=https://baboune.fr/portfolio-item/75020-baboune-dumas>baboune dumas - paris</a><br>Adresse: 28 rue planchat<br>cp: 75020
1472;1473;Public;e.m.pu planchat k ;Ecole;0.0;maternelle;52 rue planchat;75020;https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-planchat-k-52-rue-planchat.html;143702926;48.8557865;2.3966027;124.0;non;non;non;52;rue planchat;rue;152;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-20e-arrondissement/etab/empu-planchat-k-52-rue-planchat.html>e.m.pu planchat k </a><br>Adresse: 52 rue planchat<br>cp: 75020
1473;1474;Privé;abc l’atelier des ours (bilingue);crèche multi-accueil;;creche;23 rue ramponeau;75020;https://www.abcpuericulture.com/en/creche-collective-paris/l-atelierdes-ours/23;142541069;48.8714074;2.3798932;;non;oui;non;23;rue ramponeau;rue;123;<a href=https://www.abcpuericulture.com/en/creche-collective-paris/l-atelierdes-ours/23>abc l’atelier des ours (bilingue)</a><br>Adresse: 23 rue ramponeau<br>cp: 75020
1474;1475;Privé;e.p.pr or thora (juive);Ecole;1.0;maternelle;36 rue ramponeau;75020;https://www.alloj.com/fr/ecole-juive/or-thora.html;140336414;48.8713838;2.3806171;62.0;non;non;juive;36;rue ramponeau;rue;136;<a href=https://www.alloj.com/fr/ecole-juive/or-thora.html>e.p.pr or thora (juive)</a><br>Adresse: 36 rue ramponeau<br>cp: 75020
1475;1476;Municipal;retrait;jardin d'enfants;;creche;31 rue retrait;75020;https://www.paris.fr/equipements/jardin-maternel-du-retrait-1868;140335090;48.8685884;2.3943138;;non;non;non;31;rue retrait;rue;131;<a href=https://www.paris.fr/equipements/jardin-maternel-du-retrait-1868>retrait</a><br>Adresse: 31 rue retrait<br>cp: 75020
1476;1477;Municipal;reynaldo hahn;crèche familiale;;creche;3 rue reynaldo hahn;75020;https://www.paris.fr/equipements/creche-collective-municipale-reynaldo-hahn-18083;158393610;48.849393;2.4121444;63;non;non;non;3;rue reynaldo hahn;rue;103;<a href=https://www.paris.fr/equipements/creche-collective-municipale-reynaldo-hahn-18083>reynaldo hahn</a><br>Adresse: 3 rue reynaldo hahn<br>cp: 75020
1477;1478;Municipal;saint fargeau;crèche collective;;creche;8 rue saint fargeau;75020;https://mairie20.paris.fr/equipements/creche-collective-municipale-saint-fargeau-3505;144626960;48.8709579;2.4001432;72;non;non;non;8;rue saint fargeau;rue;108;<a href=https://mairie20.paris.fr/equipements/creche-collective-municipale-saint-fargeau-3505>saint fargeau</a><br>Adresse: 8 rue saint fargeau<br>cp: 75020
1478;1479;Privé;maison bleue stendhal;;;creche;5 rue stendhal;75020;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/stendhal;;48.8607964;2.4025427;;non;non;non;5;rue stendhal;rue;105;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75020/stendhal>maison bleue stendhal</a><br>Adresse: 5 rue stendhal<br>cp: 75020
1479;1480;Privé;e.p.pr notre-dame de lourdes (catholique);Ecole;1.0;maternelle;16 rue taclet;75020;http://www.ndl75.fr;140303375;48.8714777;2.3978747;368.0;non;non;catholique;16;rue taclet;rue;116;<a href=http://www.ndl75.fr>e.p.pr notre-dame de lourdes (catholique)</a><br>Adresse: 16 rue taclet<br>cp: 75020
